CIF;Núm. inscripció;Nom societat;Data constitució;CCAE;Descripció CCAE;Sector;Adreça;CP;Municipi;Comarca;Província;Capital social inicial;Valor nom. Acc. Part.;Núm. total acc/part;Socis;Sòcies (dones);Socis no treballadors;Sòcies no treballadores (dones);Persones jurídiques privades;Persones jurídiques públiques;Year
B63729586;5854;CAFE REUNION, SLL;2005-02-07;[ 4724 ];Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats;SERVEIS;C. BENET I MERCADER núm. 8-10 Pis 2N Porta 1A;[ 08012 ];Barcelona;Barcelonès;BARCELONA;30000.0;1000.0;30;0;2;1;0;0;0;2024
B63723290;5858;SALVIA SISTEMES, SLL;2005-02-10;[ 72210 ];Edició de programes informàtics;SERVEIS;C. ESCORIAL núm. 35 Pis 2N Porta 1A;[ 08024 ];Barcelona;Barcelonès;BARCELONA;23000.0;10.0;2300;2;0;2;0;0;0;2024
B17829680;5859;OFFROAD MOTOR, SLL;2005-02-11;[ 501 ];Venda de vehicles de motor;SERVEIS;C. INDÚSTRIA núm. 21 Nau 8;[ 17412 ];Maçanet De La Selva;Selva;GIRONA;4000.0;10.0;40200;3;1;0;0;0;0;2024
B63624803;5861;BAUSE INVERSIONS, SLL;2005-02-15;[ 701 ];Activitats immobiliàries per compte propi;SERVEIS;AV. ÀNGEL SALLENT núm. 115;[ 08224 ];Terrassa;Vallès Occidental;BARCELONA;72000.0;10.0;7200;1;1;0;1;0;0;2024
B63724009;5863;SILVESTRE GONZALEZ DELGADO INSTAL·LACIONS, SLL;2005-02-15;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. LLEIDA núm. 8 Pis LOCAL Porta 2;[ 08830 ];Sant Boi De Llobregat;Baix Llobregat;BARCELONA;54690.0;1.0;54690;2;0;1;0;0;0;2024
B63724090;5864;MAURI I CARDONA, SLL;2005-02-15;[ 52488 ];Altres tipus de comerç al detall;SERVEIS;pla CONCÒRDIA, POLIESPORTIU MUNIC núm. S/N;[ 08390 ];Montgat;Maresme;BARCELONA;3006.0;1.0;3006;1;1;1;0;0;0;2024
B63733588;5868;ALEXANDRE 4, SLL;2005-02-18;[ 2562 ];Enginyeria mecànica general per compte d'altri;INDÚSTRIA;C. ALEXANDRE SOLER núm. 4;[ 08240 ];Manresa;Bages;BARCELONA;64500.0;1.0;64500;3;0;0;0;0;0;2024
B63725188;5869;LA LLOTJA DEL VALLES, SLL;2005-02-18;[ 5138 ];Comerç a l'engròs de peix i marisc i altres productes alimentaris;SERVEIS;C. SANT BONAVENTURA núm. 10 Pis BAIXOS;[ 08120 ];Llagosta, La;Vallès Oriental;BARCELONA;69000.0;1000.0;69;2;1;0;0;0;0;2024
B63729941;5870;J & J CLIMATIZACION DEL MARESME, SLL;2005-02-18;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. GIRONA núm. 6 Pis 2N Porta 1A;[ 08303 ];Mataró;Maresme;BARCELONA;42573.0;1.0;42573;2;0;1;0;0;0;2024
B63665137;5871;LLAUNES I LLAUNETES, SLL;2005-02-18;[ 513 ];Comerç a l'engròs de productes alimentaris, begudes i tabac;SERVEIS;C. NORD núm. 6 Porta A;[ 08207 ];Sabadell;Vallès Occidental;BARCELONA;10350.0;1.0;10350;1;1;1;0;0;0;2024
B63737381;5873;RENOVA TOT, SLL;2005-02-22;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. BONAIGUA núm. 22 Pis 6È Porta 3A;[ 08207 ];Sabadell;Vallès Occidental;BARCELONA;42900.0;1.0;42900;2;0;0;1;0;0;2024
B63751523;5875;MALHI LOCUTORI, SLL;2005-02-23;[ 642 ];Telecomunicacions;SERVEIS;C. MONTFLORIT núm. 98 Pis BAIXOS;[ 08850 ];Gavà;Baix Llobregat;BARCELONA;3027.0;1.0;3027;2;0;1;0;0;0;2024
B63653497;5878;ABA GAS CLIMA, SLL;2005-02-24;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. Saboneria núm. 15 Pis Baixos;[ 08210 ];Barberà Del Vallès;Vallès Occidental;BARCELONA;3012.0;1.0;3012;1;1;0;1;0;0;2024
B63749600;5879;BUT-MULBERRY'S, SLL;2005-02-25;[ 602 ];Altres tipus de transport terrestre;SERVEIS;C. SANTA CECILIA núm. 176 Pis LOCAL;[ 08222 ];Terrassa;Vallès Occidental;BARCELONA;3012.0;1.0;54012;2;0;1;0;0;0;2024
B63753263;5882;COEXTE TRADING, SLL;2005-03-01;[ 51430 ];Comerç a l'engròs d'aparells electrodomèstics, de ràdio i de televisió;SERVEIS;C. SARAGOSSA núm. 43-45 Pis ENTL. Porta 3A;[ 08006 ];Barcelona;Barcelonès;BARCELONA;3300.0;10.0;330;2;0;1;0;0;0;2024
B63755847;5883;ESTUDI JAZZBO, SLL;2005-03-01;[ 1812 ];Altres activitats d'impressió i arts gràfiques;INDÚSTRIA;PTGE. DE LA PAU núm. 10 BIS Pis BAIXOS Porta 3A;[ 08002 ];Barcelona;Barcelonès;BARCELONA;30000.0;100.0;300;2;0;0;1;0;0;2024
B63663538;5886;CAM 16, SLL;2005-03-03;[ 2825 ];Fabricació de maquinària de ventilació i refrigeració no domèstica;INDÚSTRIA;C. EUROPA núm. 34-36 Pis LOCAL Porta 4;[ 08028 ];Barcelona;Barcelonès;BARCELONA;3008.0;1.0;3008;2;0;1;1;0;0;2024
B17834680;5888;PROHABITAT VIARMA, SLL;2005-03-03;[ 6820 ];Lloguer de béns immobiliaris per compte propi;SERVEIS;pge. PUIGNEULÓS núm. 12 Pis PORTA 5;[ 17006 ];Girona;Gironès;GIRONA;6000.0;100.0;60;3;0;0;0;0;0;2024
B63720650;5891;SELKA QUATRO INVERSIONES, SLL;2005-03-04;[ 70 ];Activitats immobiliàries;SERVEIS;C. JAUME I núm. 103 Pis LOCAL;[ 08100 ];Mollet Del Vallès;Vallès Oriental;BARCELONA;66000.0;100.0;660;1;1;1;0;0;0;2024
B63572226;5892;RAVENIA 2004 INVERSIONES EMPRESARIALES Y GESTION DE NEGOCIO, SLL;2005-03-07;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. CAMPS BLANCS núm. 8 Pis 1R Porta 3A;[ 08830 ];Sant Boi De Llobregat;Baix Llobregat;BARCELONA;43800.0;1.0;43800;2;0;0;1;0;0;2024
A63692628;5893;ESFERA, GESTION DE FORMACION Y CONSULTORIA EMPRESARIAL, SAL;2005-03-07;[ 80421 ];Formació per a adults i formació professional ocupacional i contínua;SERVEIS;C. COMTE D'URGELL núm. 44 Pis PRAL. Porta 2A;[ 08011 ];Barcelona;Barcelonès;BARCELONA;60300.0;201.0;300;1;1;0;1;0;0;2024
B63752422;5895;BAR RESTAURANT PLAÇA DE CUBA, SLL;2005-03-08;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. CUBA núm. 50;[ 08302 ];Mataró;Maresme;BARCELONA;56000.0;10.0;5600;2;0;0;0;0;0;2024
B63720932;5897;PANCAT. CONFECCIONES, SLL;2005-03-08;[ 1419 ];Confecció d'altres tipus de peces de vestir i accessoris;INDÚSTRIA;C. VICTOR BALAGUER núm. 25 Porta 5A;[ 08830 ];Sant Boi De Llobregat;Baix Llobregat;BARCELONA;45051.0;1.0;45051;2;0;1;0;0;0;2024
B25565912;5898;MUNTATGES STM, SLL;2005-03-08;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;C. PERE EL GRAN núm. 2;[ 25123 ];Torrefarrera;Segrià;LLEIDA;49500.0;100.0;495;2;0;0;1;0;0;2024
B63682512;5899;TRIOTRANS DE L'AMETLLA, SLL;2005-03-09;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;C. DE SANT BARTOMEU núm. 66;[ 08480 ];Ametlla Del Vallès, L';Vallès Oriental;BARCELONA;3300.0;10.0;330;2;1;0;0;0;0;2024
B63690499;5900;AVIC INSTAL·LACIONS, SLL;2005-03-09;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;AV. ANTONI GAUDÍ núm. 52;[ 08192 ];Sant Quirze Del Vallès;Vallès Occidental;BARCELONA;40110.0;10.0;4011;2;0;0;1;0;0;2024
B63737415;5901;MRM CONSULTORS INFORMATICS, SLL;2005-03-09;[ 724 ];Activitats relacionades amb bases de dades;SERVEIS;C. CAMILO FABRA núm. 2 Pis ENTL.;[ 08030 ];Barcelona;Barcelonès;BARCELONA;78000.0;52.0;1500;3;0;0;0;0;0;2024
B63758726;5902;MARESME VENDING, SLL;2005-03-10;[ 52632 ];Altres tipus de comerç al detall fora d'establiments;SERVEIS;C. MARQUÈS DE MONISTROL núm. 21 Pis 4T Porta 2A;[ 08970 ];Sant Joan Despí;Baix Llobregat;BARCELONA;48000.0;120.0;400;2;1;0;1;0;0;2024
B63732325;5903;PASTELERIA TRIBO, SLL;2005-03-10;[ 1071 ];Fabricació de pa i de productes de fleca i pastisseria frescos;INDÚSTRIA;pi. NOTARI JESÚS LED núm. 6 Polígon CAN CLAPERS;[ 08181 ];Sentmenat;Vallès Occidental;BARCELONA;51000.0;1.0;51000;3;0;0;0;0;0;2024
B63665731;5906;M. H. KHAN PARSHA, SLL;2005-03-10;[ 64200 ];Telecomunicacions;SERVEIS;C. JOAN MARAGALL núm. 13 Pis LOCAL Porta 1;[ 08760 ];Martorell;Baix Llobregat;BARCELONA;54000.0;1.0;54000;2;0;0;1;0;0;2024
B63756563;5907;PADAVITRANS, SLL;2005-03-11;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;PL. PERÚ núm. 13 Pis 2N Porta 3A;[ 08205 ];Sabadell;Vallès Occidental;BARCELONA;72120.0;10.0;7212;1;1;0;1;0;0;2024
B63722417;5908;FINQUES MASVALL, SLL;2005-03-11;[ 7032 ];Gestió i administració de la propietat immobiliària;SERVEIS;C. PIBORRELL núm. 12;[ 08592 ];Sant Martí De Centelles;Osona;BARCELONA;75000.0;100.0;750;1;1;0;1;0;0;2024
B63726707;5909;FRESADOS Y RECTIFICADOS, SLL;2005-03-11;[ 2862 ];Fabricació d'eines i d'estris intercanviables per a màquines eina;INDÚSTRIA;C. JANSANA núm. 58 Pis 4T Porta 3A;[ 08902 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;49950.0;50.0;999;3;0;0;0;0;0;2024
B63734818;5911;MON SOLUCIONS, SLL;2005-03-14;[ 452 ];Construcció general d'immobles i obres d'enginyeria civil;CONSTRUCCIÓ;PTGE. VALERI SERRA núm. 10 Pis LOCAL;[ 08011 ];Barcelona;Barcelonès;BARCELONA;69300.0;10.0;6930;2;0;1;0;0;0;2024
B63732275;5912;ENEA SISTEMA, SLL;2005-03-15;[ 2120 ];Fabricació de preparats farmacèutics i altres productes farmacèutics d'ús medicinal;INDÚSTRIA;C. CONSTITUCIÓ núm. 19 Bloc 7 Esc. 12 Pis 1R Porta 16;[ 08014 ];Barcelona;Barcelonès;BARCELONA;3012.0;1.0;3012;1;1;1;0;0;0;2024
B25571373;5913;RODMAR RIEGOS, SLL;2005-03-15;[ 4221 ];Construcció de xarxes per a fluids;CONSTRUCCIÓ;C. SANT JAUME núm. 90 Pis BAIXOS;[ 25100 ];Almacelles;Segrià;LLEIDA;30000.0;100.0;300;1;1;0;2;0;0;2024
B63430615;5914;CAN MANEL DE MONTSENY, SLL;2005-03-16;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;cses. CAN MANEL núm. S/N;[ 08460 ];Montseny;Vallès Oriental;BARCELONA;70000.0;500.0;140;3;1;0;0;0;0;2024
B63739700;5915;PREUVE COMPUTER TO PLATE, SLL;2005-03-16;[ 1812 ];Altres activitats d'impressió i arts gràfiques;INDÚSTRIA;C. ROCA I HUMBERT núm. 34;[ 08907 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;3200.0;1.0;3200;2;1;0;1;0;0;2024
B63651418;5916;POINT COMPUTER ONES, SLL;2005-03-17;[ 4651 ];Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics;SERVEIS;C. SANT MIQUEL núm. 31;[ 08241 ];Manresa;Bages;BARCELONA;20100.0;10.0;3690;2;1;1;0;0;0;2024
B25571589;5917;CAPONT SO, SLL;2005-03-17;[ 4531 ];Comerç a l'engròs de recanvis i accessoris de vehicles de motor;SERVEIS;AV. VALÈNCIA;[ 25001 ];Lleida;Segrià;LLEIDA;42000.0;42.0;1000;2;0;1;1;0;0;2024
B63740773;5918;SOLUCIONS LLIURES, SLL;2005-03-17;[ 6202 ];Activitats de consultoria sobre tecnologies de la informació;SERVEIS;C. TIRSO DE MOLINA núm. 36;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;3010.0;602.0;5;3;0;2;0;0;0;2024
B63765499;5922;BAR KUBIC MATARO, SLL;2005-03-22;[ 5630 ];Establiments de begudes;SERVEIS;C. SANT CRISTOFOR núm. 12 Pis LOCAL Porta 2;[ 08301 ];Mataró;Maresme;BARCELONA;34500.0;10.0;3450;1;1;1;0;0;0;2024
B63536445;5924;NETISEC SANT BOI, SLL;2005-03-22;[ 9601 ];Rentatge i neteja de peces tèxtils i de pell;SERVEIS;C. JACINT VERDAGUER núm. 147 Pis BAIXOS;[ 08830 ];Sant Boi De Llobregat;Baix Llobregat;BARCELONA;3300.0;50.0;66;0;2;1;0;0;0;2024
B25563966;5929;PARKAUTO MARTI, SLL;2005-04-01;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;pi. MEDITERRANI Polígon GOLPARC Parcel·la 86;[ 25241 ];Golmés;Pla d'Urgell;LLEIDA;6000.0;100.0;60;2;1;0;0;0;0;2024
B43789213;5932;TWISTER 4000, SLL;2005-04-01;[ 5630 ];Establiments de begudes;SERVEIS;C. PAÍS BASC núm. 9;[ 43850 ];Cambrils;Baix Camp;TARRAGONA;52800.0;100.0;528;2;0;1;0;0;0;2024
B63776314;5933;ITEVA SOLUTIONS, SLL;2005-04-05;[ 6202 ];Activitats de consultoria sobre tecnologies de la informació;SERVEIS;C. ORIENT núm. 78-84 Pis 4T Porta OF.;[ 08190 ];Sant Cugat Del Vallès;Vallès Occidental;BARCELONA;60600.0;1.0;60600;2;0;0;2;0;0;2024
B43785518;5934;JF TANCAT BAIX PENEDES, SLL;2005-04-06;[ 4110 ];Promoció immobiliària;CONSTRUCCIÓ;gv DELS PAÏSOS CATALANS núm. 36 Pis LOCAL;[ 43700 ];Vendrell, El;Baix Penedès;TARRAGONA;3300.0;5.0;660;2;0;0;1;0;0;2024
B63754048;5935;FINQUES BELGRADO, SLL;2005-04-07;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;AV. LLUÍS COMPANYS núm. 13 Pis BAIXOS;[ 08190 ];Sant Cugat Del Vallès;Vallès Occidental;BARCELONA;80000.0;80.0;1000;2;0;0;2;0;0;2024
B43793736;5936;PHILEAS VIATGES, SLL;2005-04-07;[ 7911 ];Activitats de les agències de viatges;SERVEIS;C. SANT ISIDRE núm. 96 Pis BAIXOS;[ 43540 ];Sant Carles De La Ràpita;Montsià;TARRAGONA;60200.0;100.0;602;2;0;1;2;0;0;2024
B63720130;5937;TERRA DOLÇA DEL VALLES, SLL;2005-04-11;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. ENRIC GRANADOS núm. 8;[ 08190 ];Sant Cugat Del Vallès;Vallès Occidental;BARCELONA;27000.0;100.0;270;2;0;1;1;0;0;2024
B25568742;5939;AEROGRAFIA 4 PUNTS, SLL;2005-04-11;[ 748 ];Activitats empresarials diverses;SERVEIS;C. Ponent núm. 20 Polígon TORREFARRERA;[ 25123 ];Torrefarrera;Segrià;LLEIDA;57000.0;4.0;14250;2;2;0;0;0;0;2024
B25507161;5940;FUSTERIA I DECORACIO BERTRAN, SLL;2005-04-12;[ 45421 ];Instal·lacions de fusteria i matèries plàstiques;CONSTRUCCIÓ;C. DOMÈNEC CARDENAL núm. 17;[ 25230 ];Mollerussa;Pla d'Urgell;LLEIDA;3300.0;100.0;33;2;0;0;1;0;0;2024
B63756324;5943;ALUCOP CATALUNYA, SLL;2005-04-14;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;pi. PRIORAT núm. 52 Polígon CAN CARNER;[ 08211 ];Castellar Del Vallès;Vallès Occidental;BARCELONA;14000.0;10.0;5600;7;0;0;0;0;0;2024
B17840091;5944;HOME SERVICE PARTNERS, SLL;2005-04-18;[ 74503 ];Agències de subministrament de personal;SERVEIS;PL. SANT PERE núm. 3 Pis 1R;[ 17480 ];Roses;Alt Empordà;GIRONA;42000.0;1000.0;42;2;0;0;1;0;0;2024
B63768998;5946;LLIBRERIA MA'AT, SLL;2005-04-19;[ 4761 ];Comerç al detall de llibres en establiments especialitzats;SERVEIS;RBLA. DE LA PAU núm. 31;[ 08800 ];Vilanova I La Geltrú;Garraf;BARCELONA;8000.0;1.0;8000;0;1;0;2;0;0;2024
B25572686;5947;HOSTAL CAL MODEST, SLL;2005-04-19;[ 55102 ];Hostals i pensions;SERVEIS;AV. CATALUNYA núm. 7-9;[ 25260 ];Ivars D'Urgell;Pla d'Urgell;LLEIDA;9000.0;100.0;90;2;2;0;0;0;0;2024
B63729537;5948;REINTEPIS 21, SLL;2005-04-20;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. ROSER núm. 23 Pis 4T Porta 2A;[ 08004 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;1;1;1;0;0;0;2024
B25573676;5950;CUINAEXPERT, SLL;2005-04-22;[ 3102 ];Fabricació de mobles de cuina;INDÚSTRIA;AV. SANT PERE núm. 61;[ 25005 ];Lleida;Segrià;LLEIDA;54000.0;10.0;5400;2;0;1;0;0;0;2024
B43779503;5951;MARMOLES ROCASOL 2004, SLL;2005-04-22;[ 2370 ];Indústria de la pedra ornamental i per a la construcció;INDÚSTRIA;CTRA. TARRAGONA-LLEIDA Km. 10,5 Pis 2N Nau 6;[ 43153 ];Garidells, Els;Alt Camp;TARRAGONA;56000.0;10.0;5600;2;2;0;0;0;0;2024
B43764232;5952;CONSTRUCCIONS SERMARFRAN, SLL;2005-04-22;[ 4110 ];Promoció immobiliària;CONSTRUCCIÓ;C. PRESIDENT COMPANYS núm. 25-27;[ 43700 ];Vendrell, El;Baix Penedès;TARRAGONA;3300.0;5.0;660;2;0;1;0;0;0;2024
B63135404;5953;DESARROLLO DE NECESIDADES ARTISTICAS, SLL;2005-04-26;[ 4778 ];Comerç al detall d'altres tipus d'articles nous en establiments especialitzats;SERVEIS;C. ENRIC GRANADOS núm. 49;[ 08008 ];Barcelona;Barcelonès;BARCELONA;18000.0;10.0;1800;3;0;0;0;0;0;2024
B43792472;5954;IMPOSITA METAL, SLL;2005-04-26;[ 2562 ];Enginyeria mecànica general per compte d'altri;INDÚSTRIA;C. VELAZQUEZ núm. 41;[ 43870 ];Amposta;Montsià;TARRAGONA;67500.0;50.0;1350;2;0;0;2;0;0;2024
B63787709;5955;REIMA TELECOM, SLL;2005-04-26;[ 9609 ];Altres activitats de serveis personals ncaa;SERVEIS;C. CAMPOFLORIDO núm. 19 Esc. LLETR Pis 1R;[ 08027 ];Barcelona;Barcelonès;BARCELONA;3030.0;10.0;303;0;2;0;1;0;0;2024
B63794945;5957;MALU & JUCA, SAL;2005-04-27;[ 51 ];Comerç a l'engròs i intermediaris del comerç, excepte vehicles de motor i motocicletes;SERVEIS;C. DOCTOR FLEMING núm. 24 Pis BAIXOS;[ 08740 ];Sant Andreu De La Barca;Baix Llobregat;BARCELONA;73600.0;736.0;100;2;2;1;0;0;0;2024
B43794171;5958;PADDOCK EL VENDRELL, SLL;2005-04-29;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;AV. LES MATES núm. 20 Km. 2 Nau 1;[ 43700 ];Vendrell, El;Baix Penedès;TARRAGONA;54000.0;1.0;54000;2;0;1;1;0;0;2024
B63796114;5959;ABA GAS DISSENY, SLL;2005-05-02;[ 453 ];Instal·lacions d'edificis i obres;CONSTRUCCIÓ;C. ESCRIPTOR VICTOR CATALÀ núm. 13 Pis LOCAL;[ 08191 ];Rubí;Vallès Occidental;BARCELONA;35100.0;1.0;35100;1;1;0;1;0;0;2024
B63800866;5961;CONSTRUCCIONES Y OBRAS DE ALBAÑILERIA HERMANOS GAMITO, SLL;2005-05-02;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;AV. DE LA CARRETERA núm. 21 Pis 1R Porta 2A;[ 08784 ];Piera;Anoia;BARCELONA;52500.0;1.0;52500;2;0;0;2;0;0;2024
B63767545;5962;EMGI SUMINISTRES, SLL;2005-05-02;[ 4673 ];Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris;SERVEIS;urb. VISTAMAR - CAMÍ DE CANET núm. 129 Pis BÚSTIA Porta 88;[ 08396 ];Sant Cebrià De Vallalta;Maresme;BARCELONA;3009.0;1.0;3009;2;0;0;1;0;0;2024
B63814610;5967;FRANCIMAC, SLL;2005-05-06;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;CTRA. SANT CUGAT VALLÈS A RUBÍ núm. 40 Pis LOCAL Porta 7;[ 08190 ];Sant Cugat Del Vallès;Vallès Occidental;BARCELONA;30000.0;1.0;30000;2;1;0;1;0;0;2024
B43796358;5968;GABRI I MARTA, SLL;2005-05-06;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. MÉNDEZ NÚÑEZ núm. 1 Pis LOCAL Porta 5;[ 43004 ];Tarragona;Tarragonès;TARRAGONA;3105.0;5.0;621;0;2;0;1;0;0;2024
B63718761;5969;CLINICA DENTAL LIMADENT, SLL;2005-05-06;[ 8623 ];Activitats odontològiques;SERVEIS;C. GRANADA núm. 24 Pis ENTL. Porta 1A;[ 08914 ];Badalona;Barcelonès;BARCELONA;60000.0;1.0;60000;1;1;1;0;0;0;2024
B63808141;5971;BOOK 3, SLL;2005-05-09;[ 1814 ];Enquadernació i activitats dels serveis que s'hi relacionen;INDÚSTRIA;C. CÓRDOVA núm. 57 Pis PLANTA C Porta 1R;[ 08924 ];Santa Coloma De Gramenet;Barcelonès;BARCELONA;45000.0;100.0;450;1;1;0;1;0;0;2024
B63789929;5972;UNO ENVIOS ALEXNOR PARA TODOS, SLL;2005-05-10;[ 7733 ];Lloguer de maquinària i equips d'oficina, inclosos els ordinadors;SERVEIS;C. ALMANSA núm. 85-87 Pis BAIXOS;[ 08033 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;1;1;1;0;0;0;2024
B63812929;5973;SIPAN VIAJES, SLL;2005-05-10;[ 7912 ];Activitats dels operadors turístics;SERVEIS;C. ABEDUL núm. 7 Pis BAIXOS Porta 3A;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;60102.0;1.0;60102;1;1;0;1;0;0;2024
B63809867;5974;ESTRUCTURAS FESMON, SLL;2005-05-10;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;C. SANT ALEXANDRE núm. 41-43;[ 08031 ];Barcelona;Barcelonès;BARCELONA;42000.0;1000.0;42;2;0;1;0;0;0;2024
B63763338;5975;REHANOVA, SLL;2005-05-10;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;AV. AFRICA núm. 4 Esc. A Pis LOCAL Porta 1A;[ 08914 ];Badalona;Barcelonès;BARCELONA;13341.0;1.0;13341;2;0;0;1;0;0;2024
B63816029;5976;V&B SAN LORENZO ETG COMM TRADE ON LINE Y OFF LINE GROUP, SLL;2005-05-10;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. GALILEO núm. 150 Pis BAIXOS;[ 08028 ];Barcelona;Barcelonès;BARCELONA;18000.0;1.0;18000;1;1;1;0;0;0;2024
B63808604;5979;SEGUNDO CONSTRUIMOS PARA TODOS, SLL;2005-05-12;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. PROVENÇA núm. 397 Pis ENTL. Porta 2A;[ 08025 ];Barcelona;Barcelonès;BARCELONA;3300.0;1.0;3300;2;0;1;0;0;0;2024
B63726871;5983;DERIARMI, SLL;2005-05-20;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. INDÚSTRIA núm. 226;[ 08006 ];Barcelona;Barcelonès;BARCELONA;11700.0;1.0;11700;0;2;0;1;0;0;2024
B17843426;5985;VIATGES NEMO, SLL;2005-05-24;[ 7912 ];Activitats dels operadors turístics;SERVEIS;C. NOSTRA SENYORA DE FANALS núm. 20 Pis BAIXOS;[ 17251 ];Castell-Platja D'Aro;Baix Empordà;GIRONA;60102.0;1.0;60102;1;0;1;0;0;0;2024
B63809800;5987;ASSESSORIA M. ANGELS FONT, SLL;2005-05-25;[ 6910 ];Activitats jurídiques;SERVEIS;C. MURALLA DEL CARME núm. 22-24;[ 08241 ];Manresa;Bages;BARCELONA;36000.0;1.0;36000;0;2;1;0;0;0;2024
B63763692;5988;LAURA Y SANDRA PELUQUERIA, SLL;2005-05-27;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;C. GARCILASO núm. 118-120;[ 08027 ];Barcelona;Barcelonès;BARCELONA;20670.0;1.0;20670;0;2;0;1;0;0;2024
B63792626;5990;SISTEMES DE SEGURETAT REDOMAN, SLL;2005-05-30;[ 74602 ];Vigilància, protecció i seguretat;SERVEIS;C. SANT SALVADOR núm. 1;[ 08191 ];Rubí;Vallès Occidental;BARCELONA;99000.0;10.0;9900;3;0;0;0;0;0;2024
B43800531;5991;MANQQ ELEVACIO, SLL;2005-05-31;[ 2822 ];Fabricació de maquinària d'elevació i manipulació;INDÚSTRIA;C. EMPALME núm. 4 Nau 3;[ 43712 ];Llorenç Del Penedès;Baix Penedès;TARRAGONA;12000.0;100.0;120;2;0;0;2;0;0;2024
B63558720;5993;NAXAN INSTALACIONES 04, SLL;2005-06-02;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. MARCIAL núm. 17-18 Pis LOCAL Porta 2;[ 08206 ];Sabadell;Vallès Occidental;BARCELONA;55560.0;1.0;55560;2;0;0;1;0;0;2024
B25530379;5995;BOADA CONSTRUCTORS 2004, SLL;2005-06-03;[ 452 ];Construcció general d'immobles i obres d'enginyeria civil;CONSTRUCCIÓ;C. CAP DEL REC núm. S/N;[ 25726 ];Lles De Cerdanya;Cerdanya;LLEIDA;3375.0;15.0;225;3;0;0;0;0;0;2024
B63775175;5998;PITCH & PUTT CUATRO MARES, SLL;2005-06-06;[ 9311 ];Gestió d'instal·lacions esportives;SERVEIS;C. CASTELL GODMAR núm. S/N;[ 08916 ];Badalona;Barcelonès;BARCELONA;4000.0;100.0;40;3;1;0;0;0;0;2024
B63820567;6000;VIATGES RAMBLA BCN MEDITERRANI, SLL;2005-06-07;[ 7912 ];Activitats dels operadors turístics;SERVEIS;RBLA. DEL POBLE NOU núm. 11-13;[ 08005 ];Barcelona;Barcelonès;BARCELONA;60102.0;1.0;60102;2;0;1;0;0;0;2024
B63823132;6002;VITORIO & DOMINGO, SLL;2005-06-08;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. CASANOVAS núm. 9 Pis BAIXOS;[ 08630 ];Abrera;Baix Llobregat;BARCELONA;50000.0;10.0;5000;2;0;0;2;0;0;2024
B63684229;6004;AGUILAR-SANTIN, SLL;2005-06-10;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. AUSIAS MARC Pis LOCAL Porta 6-8;[ 08760 ];Martorell;Baix Llobregat;BARCELONA;3006.0;1.0;3006;2;0;0;1;0;0;2024
